1551	Cahiers De Biologie Marine	00079723	0.624
1552	California Cooperative Oceanic Fisheries Investigations Reports	05753317	1.208
1553	Calculus Of Variations And Partial Differential Equations	09442669	1.526
1554	Calcified Tissue International	0171967X	2.748
1555	Calcolo	00080624	0.71
1556	Caldasia	03665232	0.203
1557	California Agriculture	00080845	1.021
1558	California Fish And Game	00081078	0.147
1559	Calphad-Computer Coupling Of Phase Diagrams And Thermochemistry	03645916	1.394
1560	Cambridge Quarterly Of Healthcare Ethics	09631801	0.584
1561	Canadian Association Of Radiologists Journal-Journal De L Association Canad	08465371	0.584
1562	Canadian Entomologist	0008347X	0.667
1563	Canadian Family Physician	0008350X	1.403
1564	Canadian Field-Naturalist	00083550	0
1565	Canadian Geotechnical Journal	00083674	1.206
1566	Canadian Journal Of Agricultural Economics-Revue Canadienne D Agroeconomie	00083976	0.707
1567	Canadian Journal Of Analytical Sciences And Spectroscopy	12056685	0
1568	Canadian Journal of Anesthesia-Journal canadien d anesthesie	0832610X	2.495
1569	Canadian Journal Of Animal Science	00083984	0.983
1570	Canadian Journal Of Botany-Revue Canadienne De Botanique	00084026	0
1571	Canadian Journal Of Cardiology	0828282X	3.94
1572	Canadian Journal Of Chemical Engineering	00084034	1.313
1573	Canadian Journal Of Chemistry-Revue Canadienne De Chimie	00084042	1.013
1574	Canadian Journal Of Civil Engineering	03151468	0.407
1575	Can J Diabetes	14992671	0
1576	Canadian Journal Of Dietetic Practice And Research	14863847	0.544
1577	Canadian Journal Of Earth Sciences	00084077	1.335
1578	Canadian Journal Of Electrical And Computer Engineering-Revue Canadienne De Genie Electrique Et Info	08408688	0
1579	Canadian Journal of Emergency Medicine	14818035	0.66
1580	Canadian Journal Of Fisheries And Aquatic Sciences	0706652X	2.276
1581	Canadian Journal Of Forest Research-Revue Canadienne De Recherche Forestier	00455067	1.657
1582	Canadian Journal Of Gastroenterology	08357900	1.966
1583	Canadian Journal of Infectious Diseases & Medical Microbiology	17129532	0.487
1584	Canadian Journal Of Mathematics-Journal Canadien De Mathematiques	0008414X	0.741
1585	Canadian Journal Of Microbiology	00084166	1.182
1586	Canadian Journal Of Neurological Sciences	03171671	1.599
1587	Canadian Journal of Occupational Therapy-Revue Canadienne d Ergotherapie	00084174	0.742
1588	Canadian Journal Of Ophthalmology-Journal Canadien D Ophtalmologie	00084182	1.299
1589	Canadian Journal Of Physics	00084204	0.928
1590	Canadian Journal Of Physiology And Pharmacology	00084212	1.546
1591	Canadian Journal Of Plant Pathology-Revue Canadienne De Phytopathologie	07060661	0.991
1592	Canadian Journal Of Plant Science	00084220	0.921
1593	Canadian Journal of Plastic Surgery	11952199	0.274
1594	Canadian Journal Of Psychiatry-Revue Canadienne De Psychiatrie	07067437	2.406
1595	Canadian Journal Of Remote Sensing	17127971	1.092
1596	Canadian Journal Of Soil Science	00084271	1
1597	Canadian Journal Of Statistics-Revue Canadienne De Statistique	03195724	0.699
1598	Canadian Journal Of Surgery	0008428X	1.267
1599	Canadian Journal of Urology	11959479	0.905
1600	Canadian Journal Of Veterinary Research-Revue Canadienne De Recherche Veter	08309000	0.853
1601	Canadian Journal Of Zoology-Revue Canadienne De Zoologie	00084301	1.346
1602	Canadian Mathematical Bulletin-Bulletin Canadien De Mathematiques	00084395	0.325
1603	Canadian Medical Association Journal	08203946	5.808
1604	Canadian Metallurgical Quarterly	00084433	0.495
1605	Canadian Mining Journal	00084492	0
1606	Canadian Mineralogist	00084476	1.134
1607	Canadian Respiratory Journal	11982241	1.663
1608	Canadian Veterinary Journal-Revue Veterinaire Canadienne	00085286	0.474
1609	Canadian Water Resources Journal	07011784	1.22
1610	Cancer	0008543X	4.901
1611	Cancer Biology & Therapy	15384047	3.63
1612	Cancer Biomarkers	15740153	1.186
1613	Cancer Biotherapy And Radiopharmaceuticals	10849785	1.381
1614	Cancer Causes & Control	09575243	2.961
1615	Cancer Cell International	14752867	1.989
1616	Cancer Cell	15356108	23.893
1617	Cancer Chemotherapy And Pharmacology	03445704	2.571
1618	Cancer Control	10732748	2.655
1619	Cancer Cytopathology	1934662X	3.807
1620	Cancer Detection And Prevention	0361090X	0
1621	Cancer Discovery	21598274	15.929
1622	Cancer Epidemiology Biomarkers & Prevention	10559965	4.324
1623	Cancer Epidemiology	18777821	2.558
1624	Cancer Gene Therapy	09291903	2.553
1625	Cancer Genetics And Cytogenetics	01654608	0
1626	Cancer Genetics	22107762	2.417
1627	Cancer Genomics & Proteomics	11096535	1.862
1628	Cancer Imaging	14707330	1.286
1629	Cancer Immunology Immunotherapy	03407004	3.943
1630	Cancer Investigation	07357907	2.06
1631	Cancer Journal	15289117	3.605
1632	Cancer Letters	03043835	5.016
1633	Cancer And Metastasis Reviews	01677659	6.449
1634	Cancer Nursing	0162220X	1.931
1635	Cancer Prevention Research	19406207	5.269
1636	Cancer Radiotherapie	12783218	1.109
1637	Cancer Research and Treatment	15982998	2.975
1638	Cancer Research	00085472	9.284
1639	Cancer Science	13497006	3.534
1640	Cancer Treatment Reviews	03057372	6.466
1641	Candollea	03732967	0.44
1642	Carbohydrate Polymers	01448617	3.916
1643	Carbohydrate Research	00086215	1.966
1644	Carbon Management	17583004	1.722
1645	Carbon	00086223	6.16
1646	Carbonates And Evaporites	08912556	0.308
1647	Carcinogenesis	01433334	5.266
1648	Cardiology Clinics	07338651	1.064
1649	Cardiology Journal	18975593	1.215
1650	Cardiology in Review	10615377	3.238
1651	Cardiology In The Young	10479511	0.857
1652	Cardiology	00086312	2.044
1653	CardioRenal Medicine	16643828	1.887
1654	Cardiovascular Diabetology	14752840	3.706
1655	Cardiovascular Drug Reviews	08975957	0
1656	Cardiovascular Drugs And Therapy	09203206	2.952
1657	Cardiovasc Eng	15678822	0
1658	Cardiovascular And Interventional Radiology	01741551	1.965
1659	Cardiovascular Journal of Africa	19951892	0.793
1660	Cardiovascular Pathology	10548807	2.336
1661	Cardiovascular Research	00086363	5.808
1662	Cardiovasc Ther Prev	17288800	0
1663	Cardiovascular Therapeutics	17555914	2.536
1664	Cardiovascular Toxicology	15307905	2.06
1665	Cardiovascular Ultrasound	14767120	1.283
1666	Caribbean Journal Of Science	00086452	0.292
1667	Caries Research	00086568	2.5
1668	Carnets De Geologie	16340744	0.467
1669	Carpathian Journal of Earth and Environmental Sciences	18424090	0.727
1670	Carpathian Journal of Mathematics	15842851	0.642
1671	Caryologia	00087114	0.849
1672	Castanea	00087475	0.288
1673	Catalysis Communications	15667367	3.32
1674	Catalysis Letters	1011372X	2.291
1675	Catalysis Reviews-Science And Engineering	01614940	6.111
1676	Catalysis Science & Technology	20444753	4.76
1677	Catalysis Surveys From Asia	15711013	2.921
1678	Catalysis Today	09205861	3.309
1679	Catena	03418162	2.482
1680	Catheterization And Cardiovascular Interventions	15221946	2.396
1681	Cattle Practice	09691251	0.071
1682	CBE-Life Sciences Education	19317913	1.878
1683	Ccamlr Science	10234063	0.55
1684	Celestial Mechanics & Dynamical Astronomy	09232958	2.084
1685	Cell Adhesion & Migration	19336918	3.395
1686	Cell Biochemistry And Biophysics	10859195	2.38
1687	Cell Biochemistry And Function	02636484	2.134
1688	Cell Biology International	10656995	1.635
1689	Cell Biology And Toxicology	07422091	1.971
1690	Cell and Bioscience	20453701	3.21
1691	Cell Calcium	01434160	4.21
1692	Cellulose Chemistry And Technology	05769787	0.833
1693	Cell Communication And Adhesion	15419061	1.522
1694	Cell Communication and Signaling	1478811X	4.672
1695	Cell Cycle	15384101	5.006
1696	Cell Death And Differentiation	13509047	8.385
1697	Cell Death & Disease	20414889	5.177
1698	Cell Division	17471028	2.625
1699	Cell Host & Microbe	19313128	12.194
1700	Cellular Immunology	00088749	1.874
1701	Cell Journal	22285806	0.458
1702	Cell Metabolism	15504131	16.747
1703	Cellular Microbiology	14625814	4.816
1704	Cellular and Molecular Bioengineering	18655025	1.23
1705	Cellular & Molecular Biology Letters	14258153	1.782
1706	Cellular And Molecular Biology	01455680	0.691
1707	Cellular & Molecular Immunology	16727681	4.185
1708	CMLS-Cellular and Molecular Life Sciences	1420682X	5.856
1709	Cellular And Molecular Neurobiology	02724340	2.201
1710	Cell Motility And The Cytoskeleton	08861544	0
1711	Cellular Oncology	22113428	2.124
1712	Cellular Physiology And Biochemistry	10158987	3.55
1713	Cellular Polymers	02624893	0.6
1714	Cell Preservation Technology	1538344X	0
1715	Cell Proliferation	09607722	3.28
1716	Cell Reports	22111247	7.207
1717	Cellular Reprogramming	21524971	2.345
1718	Cell Research	10010602	11.981
1719	Cellular Signalling	08986568	4.471
1720	Cell Stem Cell	19345909	22.151
1721	Cell Stress & Chaperones	13558145	2.537
1722	Cell Structure And Function	03867196	2.35
1723	Cell And Tissue Banking	13899333	1.026
1724	Cell And Tissue Research	0302766X	3.333
1725	Cell Transplantation	09636897	3.57
1726	Cell	00928674	33.116
1727	Cells Tissues Organs	14226405	2.138
1728	Cellulose	09690239	3.033
1729	Cement Wapno Beton	14258129	0.426
1730	Cement & Concrete Composites	09589465	2.76
1731	Cement And Concrete Research	00088846	3.848
1732	Central European Journal of Biology	1895104X	0.633
1733	Central European Journal Of Chemistry	18951066	1.329
1734	Central European Journal of Energetic Materials	17337178	1.925
1735	Central European Journal of Geosciences	20819900	0.432
1736	Central European Journal of Immunology	14263912	0.358
1737	Central European Journal of Mathematics	18951074	0.519
1738	Central European Journal of Medicine	18951058	0.209
1739	Central European Journal of Operations Research	1435246X	0.787
1740	Central European Journal Of Physics	18951082	1.077
1741	Central European Journal of Public Health	12107778	0.798
1742	Central European Neurosurgery	18684904	0.867
1743	Centaurus	00088994	0.286
1744	Cephalalgia	03331024	4.121
1745	Ceramics International	02728842	2.086
1746	Ceramics-Silikaty	08625468	0.434
1747	Cereal Chemistry	00090352	1.059
1748	Cereal Foods World	01466283	0.591
1749	Cereal Research Communications	01333720	0.624
1750	Cerebral Cortex	10473211	8.305
1751	Cerebellum	14734222	2.864
1752	Cerebrovascular Diseases	10159770	3.698
1753	Cerne	01047760	0.36
1754	Ceska A Slovenska Neurologie A Neurochirurgie	12107859	0.159
1755	Cfi-Ceramic Forum International	01739913	0.179
1756	Chalcogenide Letters	15848663	1.184
1757	Channels	19336950	2.317
1758	Chaos Solitons & Fractals	09600779	1.503
1759	Chaos	10541500	1.761
1760	Chelonian Conservation And Biology	10718443	0.696
1761	Chemia Analityczna	00092223	0
1762	Chemistry-An Asian Journal	18614728	3.935
1763	Chemical And Biochemical Engineering Quarterly	03529568	0.911
1764	Chemistry & Biodiversity	16121872	1.795
1765	Chemical Biology & Drug Design	17470277	2.507
1766	Chemico-Biological Interactions	00092797	2.982
1767	Chemistry & Biology	10745521	6.586
1768	Chemistry Central Journal	1752153X	1.663
1769	Chemical Communications	13597345	6.718
1770	Chemistry And Ecology	02757540	1.18
1771	Chemistry Education Research and Practice	11094028	1.309
1772	Chemical Engineering Communications	00986445	0.788
1773	Chemical Engineering Journal	13858947	4.058
1774	Chemical Engineering	00092460	0.356
1775	Chemical & Engineering News	00092347	0.204
1776	Chemical Engineering And Processing	02552701	1.959
1777	Chemical Engineering Progress	03607275	0.632
1778	Chemical Engineering Research & Design	02638762	2.281
1779	Chemical Engineering Science	00092509	2.613
1780	Chemical Engineering & Technology	09307516	2.175
1781	Chemie Der Erde-Geochemistry	00092819	1.397
1782	Chemistry-A European Journal	09476539	5.696
1783	Chemical Geology	00092541	3.482
1784	Chemistry of Heterocyclic Compounds	00093122	0.698
1785	Chem Immunol	10150145	0
1786	Chemical Industry & Chemical Engineering Quarterly	14519372	0.659
1787	Chemistry & Industry	00093068	0.106
1788	Chemie Ingenieur Technik	0009286X	0.661
1789	Chemical Journal Of Chinese Universities-Chinese	02510790	0.954
1790	Chemistry Letters	03667022	1.3
1791	Chemicke Listy	00092770	0.196
1792	Chemistry Of Materials	08974756	8.535
1793	Chemistry Of Natural Compounds	00093130	0.5
1794	Chemical Papers-Chemicke Zvesti	03666352	1.193
1795	Chemical & Pharmaceutical Bulletin	00092363	1.375
1796	Chemistry And Physics Of Carbon	00693138	0
1797	Chemical Physics Letters	00092614	1.991
1798	Chemistry And Physics Of Lipids	00093084	2.593
1799	Chemical Physics	03010104	2.028
1800	Chemical And Process Engineering-Inzynieria Chemiczna I Procesowa	02086425	0.467
1801	Chemical Record	15278999	5.577
1802	Chemical Research In Chinese Universities	10059040	1.119
1803	Chemical Research In Toxicology	0893228X	4.19
1804	Chemical Reviews	00092665	45.661
1805	Chemical Science	20416520	8.601
1806	Chemical Senses	0379864X	3.278
1807	Chemical Society Reviews	03060012	30.425
1808	Chemical Speciation And Bioavailability	09542299	0.377
1809	Chemistry And Technology Of Fuels And Oils	00093092	0.141
1810	Chemie In Unserer Zeit	00092851	0.364
1811	Chemical Vapor Deposition	09481907	1.371
1812	Chemistry World	14737604	0
1813	Chembiochem	14394227	3.06
1814	ChemCatChem	18673880	5.044
1815	Chemija	02357216	0.357
1816	ChemistryOpen	21911363	2.938
1817	ChemMedChem	18607179	3.046
1818	Chemoecology	09377409	1.963
1819	Chemometrics And Intelligent Laboratory Systems	01697439	2.381
1820	Chemosensory Perception	19365802	1.365
1821	Chemosphere	00456535	3.499
1822	Chemotherapy	00093157	1.554
1823	Chemphyschem	14394235	3.36
1824	Chempluschem	21926506	3.242
1825	ChemSusChem	18645631	7.117
1826	Chest	00123692	7.132
1827	Chiang Mai Journal of Science	01252526	0.418
1828	Chilean Journal of Agricultural Research	07185839	0.538
1829	Child and Adolescent Mental Health	1475357X	0.954
1830	Child Care Health And Development	03051862	1.832
1831	Childs Nervous System	02567040	1.163
1832	Child Neuropsychology	09297049	2.181
1833	Chimica Oggi-Chemistry Today	0392839X	0.45
1834	Chimia	00094293	1.091
1835	Chinese Journal of Integrative Medicine	16720415	1.401
1836	Chinese Journal of Mechanical Engineering	10009345	0.454
1837	Chinese Journal Of Oceanology And Limnology	02544059	0.684
1838	Chinese Medicine	17498546	2.343
1839	Chinese Optics Letters	16717694	1.073
1840	China Agricultural Economic Review	1756137X	0.54
1841	China Communications	16735447	0.42
1842	China Foundry	16726421	0.341
1843	China Ocean Engineering	08905487	0.407
1844	China Part	16722515	0
1845	China Petroleum Processing & Petrochemical Technology	10086234	0.248
1846	Chinese Annals Of Mathematics Series B	02529599	0.316
1847	Chinese Chemical Letters	10018417	1.178
1848	Chinese Geographical Science	10020063	0.727
1849	Chinese Journal of Aeronautics	10009361	0.689
1850	Chinese Journal Of Analytical Chemistry	02533820	0.7
1851	Chinese Journal Of Astronomy And Astrophysics	10099271	0
1852	Chinese Journal of Cancer Research	10009604	0.932
1853	Chinese Journal Of Catalysis	02539837	1.552
1854	Chinese Journal Of Chemical Engineering	10049541	0.872
1855	Chinese Journal Of Chemical Physics	16740068	0.72
1856	Chinese Journal Of Chemistry	1001604X	1.04
1857	Chinese Journal Of Electronics	10224653	0.325
1858	Chinese Journal Of Geophysics-Chinese Edition	00015733	0.626
1859	Chinese Journal Of Inorganic Chemistry	10014861	0.742
1860	Chinese Journal Of Organic Chemistry	02532786	0.858
1861	Chinese Journal Of Physics	05779073	0.431
1862	Chinese Journal Of Physiology	03044920	1.275
1863	Chinese Journal Of Polymer Science	02567679	1.42
1864	Chinese Journal Of Structural Chemistry	02545861	0.477
1865	Chinese Medical Journal	03666999	1.016
1866	Chinese Physics B	16741056	1.392
1867	Chinese Physics C	16741137	0.819
1868	Chinese Physics Letters	0256307X	0.924
1869	Chinese Physics	10091963	0
1870	Chinese Science Bulletin	10016538	1.365
1871	Chirurgische Gastroenterologie	01779990	0
1872	Chirurgie de la Main	12973203	0.251
1873	Chirality	08990042	1.724
1874	Chirurg	00094722	0.516
1875	Chirurgia-Bucharest	12219118	0
1876	Chromatographia	00095893	1.37
1877	Chromosoma	00095915	3.26
1878	Chromosome Research	09673849	2.688
1879	Chronic Diseases and Injuries in Canada	19256523	1.222
1880	Chronic Respiratory Disease	14799723	2.308
1881	Chronic Diseases in Canada	02288699	1.6
1882	Chronobiology International	07420528	2.878
1883	Ciencia E Agrotecnologia	14137054	0.726
1884	Ciencia Florestal	01039954	0.244
1885	Ciencia e Investigacion Agraria	07181620	0.283
1886	Ciencias Marinas	01853880	0.624
1887	Ciencia Rural	01038478	0.401
1888	Cienc Tec Alimentar	11358122	0
1889	Ciencia e Tecnica Vitivinicola	02540223	0.1
1890	Ciencia e Tecnologia de Alimentos	01012061	0.412
1891	Cin-Computers Informatics Nursing	15382931	0.812
1892	Cirugia y Cirujanos	00097411	0.322
1893	Cirugia Espanola	0009739X	0.89
1894	Circulation-Arrhythmia and Electrophysiology	19413149	5.417
1895	Circulation-Cardiovascular Genetics	19423268	5.337
1896	Circulation-Cardiovascular Imaging	19419651	6.752
1897	Circulation-Cardiovascular Interventions	19417640	6.982
1898	Circulation-Cardiovascular Quality and Outcomes	19417705	5.04
1899	Circulation-Heart Failure	19413289	5.945
1900	Circulation Journal	13469843	3.685
1901	Circulation Research	00097330	11.089
1902	Circuits Systems And Signal Processing	0278081X	1.264
1903	Circuit World	03056120	0.595
1904	Circulation	00097322	14.948
1905	Cirp Annals-Manufacturing Technology	00078506	2.541
1906	Civil Engineering And Environmental Systems	10286608	0.725
1907	Civil Engineering	08857024	0.167
1908	Clinical Lymphoma Myeloma & Leukemia	21522650	1.929
1909	Cladistics-The International Journal Of The Willi Hennig Society	07483007	6.091
1910	Classical And Quantum Gravity	02649381	3.103
1911	Clays And Clay Minerals	00098604	1.398
1912	Clay Minerals	00098558	0.756
1913	CLEAN-Soil Air Water	18630650	1.838
1914	Clean Technologies and Environmental Policy	1618954X	1.671
1915	Cleft Palate-Craniofacial Journal	15451569	1.106
1916	Cleveland Clinic Journal Of Medicine	08911150	3.37
1917	Climate Dynamics	09307575	4.619
1918	Climate of the Past	18149324	3.482
1919	Climate Research	0936577X	2.707
1920	Climacteric	13697137	2.244
1921	Climatic Change	01650009	4.622
1922	Clinical Anatomy	08973806	1.159
1923	Clinical And Applied Thrombosis-Hemostasis	10760296	1.575
1924	Clinical Autonomic Research	09599851	1.864
1925	Clinical Biochemistry	00099120	2.229
1926	Clinical Biomechanics	02680033	1.88
1927	Clinical Breast Cancer	15268209	2.628
1928	Clinical Cancer Research	10780432	8.193
1929	Clinical Cardiology	01609289	2.225
1930	Clinical Chemistry And Laboratory Medicine	14346621	2.955
1931	Clinical Chemistry	00099147	7.768
1932	Clinics In Chest Medicine	02725231	2.168
1933	Clinica Chimica Acta	00098981	2.764
1934	Clinical Colorectal Cancer	15330028	2.907
1935	Clinics In Dermatology	0738081X	1.93
1936	Clinical & Developmental Immunology	17402522	2.934
1937	Clinical Drug Investigation	11732563	1.704
1938	Clinical Dysmorphology	09628827	0.416
1939	Clinical Eeg And Neuroscience	15500594	3.157
1940	Clinical Endocrinology	03000664	3.353
1941	Clinical Epigenetics	18687083	6.219
1942	Clinical And Experimental Allergy	09547894	4.324
1943	Clinical And Experimental Dermatology	03076938	1.234
1944	Clinical And Experimental Hypertension	10641963	1.456
1945	Clinical And Experimental Immunology	00099104	3.278
1946	Clinical And Experimental Medicine	15918890	2.824
1947	Clinical & Experimental Metastasis	02620898	3.725
1948	Clinical and Experimental Nephrology	13421751	1.708
1949	Clinical and Experimental Obstetrics & Gynecology	03906663	0.357
1950	Clinical And Experimental Ophthalmology	14426404	1.953
1951	Clinical And Experimental Optometry	08164622	1.256
1952	Clinical and Experimental Otorhinolaryngology	19768710	0.835
1953	Clinical And Experimental Pharmacology And Physiology	14401681	2.405
1954	Clinical And Experimental Rheumatology	0392856X	2.973
1955	Clinical Gastroenterology and Hepatology	15423565	6.534
1956	Clinical Genetics	00099163	3.652
1957	Clinical Genitourinary Cancer	15587673	1.693
1958	Clinics In Geriatric Medicine	07490690	3.188
1959	Clinical Gerontologist	07317115	0.66
1960	Clinical Hemorheology And Microcirculation	13860291	2.215
1961	Clinical Imaging	08997071	0.596
1962	Clinical Immunology	15216616	3.992
1963	Clinical Implant Dentistry and Related Research	15230899	2.796
1964	Clinical Infectious Diseases	10584838	9.416
1965	Clinical Interventions in Aging	11769092	1.824
1966	Clinical And Investigative Medicine	0147958X	0.971
1967	Clinical Journal of the American Society of Nephrology	15559041	5.25
1968	Clinical Journal of Oncology Nursing	10921095	0.945
1969	Clinical Journal Of Pain	07498047	2.703
1970	Clinical Journal Of Sport Medicine	1050642X	2.012
1971	Clinical And Laboratory Haematology	01419854	0
1972	Clinics In Laboratory Medicine	02722712	1.352
1973	Clinical Laboratory	14336510	1.084
1974	Clinical Linguistics & Phonetics	02699206	0.78
1975	Clinical Lipidology	17584299	0.855
1976	Clinics in Liver Disease	10893261	2.703
1977	Clinical Lung Cancer	15257304	3.22
1978	Clinical Lymphoma & Myeloma	15579190	0
1979	Clinical Medicine	14702118	1.685
1980	Clinical Microbiology And Infection	1198743X	5.197
1981	Clinical Microbiology Reviews	08938512	16
1982	Clinical Nephrology	03010430	1.232
1983	Clinical Neurology And Neurosurgery	03038467	1.248
1984	Clinical Neuropathology	07225091	1.311
1985	Clinical Neuropharmacology	03625664	1.836
1986	Clinical Neurophysiology	13882457	2.979
1987	Clinical Neuropsychologist	13854046	1.583
1988	Clinical Neuroradiology	18691439	1.615
1989	Clinical Neuroscience Research	15662772	0
1990	Clinical Nuclear Medicine	03639762	2.857
1991	Clinical Nursing Research	10547738	0.87
1992	Clinical Nurse Specialist	08876274	0.904
1993	Clinical Nutrition	02615614	3.94
1994	Clinical Obstetrics And Gynecology	00099201	1.532
1995	Clinical Oncology	09366555	2.826
1996	Clinical Oral Implants Research	09057161	3.123
1997	Clinical Oral Investigations	14326981	2.285
1998	Clinical Orthopaedics And Related Research	0009921X	2.882
1999	Clinical Otolaryngology	17494478	2.268
2000	Clinical Pediatrics	00099228	1.261
2001	Clinics In Perinatology	00955108	2.13
2002	Clinical Pharmacokinetics	03125963	5.486
2003	Clinical Pharmacology & Therapeutics	00099236	7.39
2004	Clinical Physiology And Functional Imaging	14750961	1.376
2005	Clinics In Plastic Surgery	00941298	1.35
2006	Clinics in Podiatric Medicine and Surgery	08918422	0.505
2007	Clinical Psychologist	13284207	0.429
2008	Clinical Radiology	00099260	1.663
2009	Clinical Rehabilitation	02692155	2.18
2010	Clinical Research in Cardiology	18610684	4.167
2011	Clinics and Research in Hepatology and Gastroenterology	22107401	1.983
2012	Clinical Respiratory Journal	17526981	2.197
2013	Clinical Reviews In Allergy & Immunology	10800549	4.728
2014	Clinical Rheumatology	07703198	1.774
2015	Clinical Science	01435221	5.629
2016	Clinics In Sports Medicine	02785919	2.583
2017	Clinical Techniques In Small Animal Practice	10962867	0
2018	Clinica Terapeutica	00099074	0.329
2019	Clinical Therapeutics	01492918	2.586
2020	Clinical Toxicology	15563650	3.122
2021	Clinical & Translational Oncology	1699048X	1.6
2022	Clinical Transplantation	09020063	1.486
2023	Clinical Trials	17407745	1.944
2024	Clinical and Vaccine Immunology	15566811	2.37
2025	Clin Vet Pequenos An	11307064	0
2026	Clinics	18075932	1.422
2027	Cloning And Stem Cells	15362302	0
2028	Cluster Computing-The Journal Of Networks Software Tools And Applications	13867857	0.949
2029	CMC-Computers Materials & Continua	15462218	1.043
2030	Cmes-Computer Modeling In Engineering & Sciences	15261492	1.183
2031	Cns Drug Reviews	1080563X	0
2032	Cns Drugs	11727047	4.376
2033	CNS & Neurological Disorders-Drug Targets	18715273	2.702
2034	CNS Neuroscience & Therapeutics	17555930	3.784
2035	Cns Spectrums	10928529	1.304
2036	Coal Preparation	07349343	0
2037	Coastal Engineering Journal	05785634	1.478
2038	Coastal Engineering	03783839	2.062
2039	Coastal Management	08920753	1.013
2040	Cochrane Database of Systematic Reviews	1469493X	5.939
2041	Cognitive Affective & Behavioral Neuroscience	15307026	3.209
2042	Cognitive And Behavioral Neurology	15433633	1.138
2043	Cognitive Computation	18669956	1.1
2044	Cognitive Neurodynamics	18714080	1.77
2045	Cognitive Neuropsychiatry	13546805	2.176
2046	Cognitive Neuropsychology	02643294	1.964
2047	Cognitive Neuroscience	17588928	2.375
2048	Cognitive Systems Research	13890417	0.754
2049	Cognition Technology & Work	14355558	1
2050	Cognitive Psychology	00100285	3.571
2051	Cold Regions Science And Technology	0165232X	1.444
2052	Coleopterists Bulletin	0010065X	0.726
2053	Collection Of Czechoslovak Chemical Communications	00100765	1.137
2054	Collectanea Mathematica	00100757	0.609
2055	Collegian	13227696	0.843
2056	Colloid Journal	1061933X	0.735
2057	Colloid And Polymer Science	0303402X	2.41
2058	Colloids And Surfaces A-Physicochemical And Engineering Aspects	09277757	2.354
2059	Colloids And Surfaces B-Biointerfaces	09277765	4.287
2060	Colloquium Mathematicum	00101354	0.422
2061	Colombia Medica	16579534	0.077
2062	Color Research And Application	03612317	0.934
2063	Coloration Technology	14723581	1.173
2064	Colorectal Disease	14628910	2.017
2065	Combinatorial Chemistry & High Throughput Screening	13862073	1.925
2066	Combinatorics Probability & Computing	09635483	0.619
2067	Combinatorica	02099683	0.63
2068	Combustion Explosion And Shock Waves	00105082	0.486
2069	Combustion And Flame	00102180	3.708
2070	Combustion Science And Technology	00102202	0.976
2071	Combustion Theory And Modelling	13647830	1.489
2072	Communications in Applied Mathematics and Computational Science	15593940	1.167
2073	Comments On Inorganic Chemistry	02603594	1.737
2074	Commentarii Mathematici Helvetici	00102571	0.902
2075	Communications Of The Acm	00010782	2.863
2076	Communications In Algebra	00927872	0.388
2077	Communications In Analysis And Geometry	10198385	1.18
2078	Communications in Computational Physics	18152406	1.775
2079	Communications In Contemporary Mathematics	02191997	0.742
2080	Communications In Mathematical Physics	00103616	1.901
2081	Communications in Mathematical Sciences	15396746	1
2082	Communications News	00103632	0
2083	Communications in Nonlinear Science and Numerical Simulation	10075704	2.569
2084	Communications in Number Theory and Physics	19314523	1.433
2085	Communications In Numerical Methods In Engineering	10698299	0
2086	Communications In Partial Differential Equations	03605302	1.194
2087	Communications On Pure And Applied Analysis	15340392	0.708
2088	Communications On Pure And Applied Mathematics	00103640	3.08
2089	Communications In Soil Science And Plant Analysis	00103624	0.423
2090	Communications In Statistics-Simulation And Computation	03610918	0.288
2091	Communications In Statistics-Theory And Methods	03610926	0.284
2092	Communications In Theoretical Physics	02536102	1.049
2093	Community Dental Health	0265539X	0.871
2094	Community Dentistry And Oral Epidemiology	03015661	1.944
2095	Community Ecology	15858553	1.2
2096	Community Genetics	14222795	0
2097	Comparative Biochemistry And Physiology A-Molecular And Integrative Physiol	10956433	2.371
2098	Comparative Biochemistry And Physiology B-Biochemistry & Molecular Biology	10964959	1.904
2099	Comparative Biochemistry And Physiology C-Toxicology & Pharmacology	15320456	2.829
2100	Comparative Biochemistry and Physiology D-Genomics & Proteomics	1744117X	2.823
2101	Comparative Cytogenetics	19930771	1.211
2102	Comparative And Functional Genomics	15316912	1.747
2103	Computational Geometry-Theory And Applications	09257721	0.57
2104	Comparative Immunology Microbiology And Infectious Diseases	01479571	2.107
2105	Computational Materials Science	09270256	1.879
2106	Computational Mathematics And Mathematical Physics	09655425	0.585
2107	Comparative Parasitology	15252647	0.737
2108	Comparative Medicine	15320820	0.76
2109	Compel-The International Journal For Computation And Mathematics In Electrical And Electronic Engine	03321649	0.44
2110	Compendium-Continuing Education For Veterinarians	19408307	0
2111	Complementary Therapies In Medicine	09652299	2.216
2112	Complex Analysis and Operator Theory	16618254	0.519
2113	Complex Variables and Elliptic Equations	17476933	0.65
2114	Complexity	10762787	1.029
2115	Composite Interfaces	09276440	0.701
2116	Compositio Mathematica	0010437X	1.043
2117	Composites Part A-Applied Science And Manufacturing	1359835X	3.012
2118	Composites Part B-Engineering	13598368	2.602
2119	Composites Science And Technology	02663538	3.633
2120	Composite Structures	02638223	3.12
2121	Compost Science & Utilization	1065657X	0.662
2122	Comprehensive Physiology	20404603	1.685
