1109	Coaching	17521890	17
1110	Estudios Geologicos	03670449	7
1111	Environmental Education Research	14695871	25
1112	Arbor	02101963	9
1113	Educational Review	14653397	24
1114	Journal of Accounting and Public Policy	02784254	24
1115	Socijalna Ekologija	13300113	4
1116	Medecine et Chirurgie du Pied	07592280	3
1117	Cancer Cell	15356108	112
1118	Wood Science and Technology	14325225	21
1119	Journal of Obstetrics and Gynecology of India	09719202	6
1120	Journal of Engineering Mathematics	15732703	17
1121	Social Science Quarterly	15406237	28
1122	Domestic Animal Endocrinology	07397240	21
1123	Nervenarzt	00282804	13
1124	Ideggyogyaszati Szemle	00191442	6
1125	Topics in Companion Animal Medicine	19389736	14
1126	Animal Science	13577298	49
1127	International Journal of Chemical Kinetics	10974601	16
1128	Cases Journal	17571626	17
1129	Conflict Management and Peace Science	07388942	18
1130	International Journal of Oral and Maxillofacial Surgery	09015027	35
1131	Ikon	18468551	1
1132	WSEAS Transactions on Communications	11092742	10
1133	Journal of Chemotherapy	1120009X	19
1134	Contemporary French and Francophone Studies	17409292	4
1135	International Labor and Working-Class History	14716445	6
1136	Interdisciplinary sciences, computational life sciences	19132751	9
1137	Journal of Military Ethics	15027570	9
1138	Advances in Human-Computer Interaction	16875907	11
1139	Algorithmica	14320541	29
1140	Journal of the International Phonetic Association	00251003	11
1141	Acute Cardiac Care	1748295X	12
1142	Motor Control	15432696	16
1143	Trends in Cell Biology	09628924	72
1144	Journal of the Experimental Analysis of Behavior	00225002	18
1145	Annual Reports in Medicinal Chemistry	15578437	11
1146	Journal of Poultry Science	13467395	15
1147	Indoor Air	16000668	30
1148	High Energy Chemistry	16083148	10
1149	Strategic Management Journal	10970266	70
1150	Bois et Forets des Tropiques	17775760	7
1151	Palliative Care	11782242	20
1152	Annual Review of Entomology	15454487	48
1153	International Studies Quarterly	14682478	33
1154	Australian Historical Studies	1031461X	5
1155	Science of Computer Programming	01676423	26
1156	Nagoya Journal of Medical Science	00277622	12
1157	Clinical Trials	17407753	26
1158	Journal of the Royal Anthropological Institute	13590987	20
1159	Biology Letters	1744957X	47
1160	Journal of the Brazilian Chemical Society	01035053	25
1161	International Journal of Bio-Inspired Computation	17580374	24
1162	Politica y Gobierno	14051060	7
1163	Qualitative Sociology	15737837	15
1164	Molecular Ecology	1365294X	71
1165	British Journal of Clinical Psychology	01446657	25
1166	New Political Economy	14699923	22
1167	Drug and Alcohol Review	09595236	27
1168	Strumenti Critici	00392618	1
1169	Hearing Journal	07457472	7
1170	Signa Vitae	1845206X	4
1171	Journal of Interactive Marketing	15206653	32
1172	Angiologiia i sosudistaia khirurgiia = Angiology and vascular surgery	10276661	4
1173	Epistemologia	1825652X	12
1174	Fuel Cells	16156854	31
1175	Korean Journal of Anesthesiology	20057563	15
1176	Biomed Research International	23146133	51
1177	Journal of Sustainable Tourism	09669582	42
1178	Queensland nurse, The	0815936X	1
1179	Injury Prevention	14755785	25
1180	Analysis & PDE	1948206X	18
1181	Geoderma	00167061	46
1182	Peritoneal Dialysis International	08968608	30
1183	Surveillance & Society	14777487	15
1184	Analele Stiintifice ale Universitatii Ovidius Constanta, Seria Matematica	12241784	11
1185	Neues Jahrbuch fur Geologie und Palaontologie - Abhandlungen	00777749	13
1186	Journal of Crustacean Biology	02780372	13
1187	Transactions of the Institute of Measurement and Control	14770369	14
1188	Indian Chemical Engineer	0975007X	3
1189	Time	0040781X	30
1190	International Journal of Advertising	02650487	21
1191	Child Abuse Review	09529136	16
1192	Journal of Tribology	15288897	20
1193	Language and Education	09500782	16
1194	Computers & Mathematics With Applications	08981221	62
1195	Acta Oecologica	1146609X	22
1196	Practical Diabetes	0266447X	7
1197	Physics of Life Reviews	15710645	29
1198	World Bank Economic Review	1564698X	27
1199	Journal of Official Statistics	0282423X	15
1200	Journal of Clinical Endocrinology and Metabolism	0021972X	3
1201	International Journal of Pediatric Otorhinolaryngology Extra	18714048	5
1202	Journal of the American Society for Mass Spectrometry	10440305	45
1203	Soins Cadres	01832980	2
1204	Open AIDS Journal	18746136	11
1205	Social Development	14679507	27
1206	Nuclear Technology and Radiation Protection	14513994	8
1207	Creative nursing	10784535	9
1208	Journal of Molecular Medicine	14321440	45
1209	Current Opinion in Environmental Sustainability	18773435	37
1210	Journal of Economic Policy Reform	17487870	10
1211	Music Education Research	14699893	13
1212	Experimental Neurology	10902430	58
1213	Mediterranee	17608538	21
1214	Journal of Contingencies and Crisis Management	14685973	17
1215	Nephrology Nursing Journal	1526744X	14
1216	Desarrollo y Sociedad	01203584	8
1217	Ieee Journal Of Selected Topics In Quantum Electronics	1077260X	53
1218	ARYA Atherosclerosis	22516638	7
1219	Malacologia	00762997	12
1220	Journal of Multidisciplinary Healthcare	11782390	13
1221	International Journal Of Innovative Computing Information And Control	13494198	28
1222	Environmental and Experimental Botany	00988472	42
1223	Canadian Journal of Criminology and Criminal Justice	17077753	9
1224	Geomechanik und Tunnelbau	18657362	1
1225	Petroleum Exploration and Development	18763804	20
1226	Acta Orientalia	15882667	2
1227	ECS Journal of Solid State Science and Technology	21628777	10
1228	Public Administration	14679299	42
1229	European Journal of the History of Economic Thought	14695936	9
1230	Infection	14390973	65
1231	Quality in Higher Education	14701081	15
1232	Latino Studies	14763443	7
1233	Real Estate Economics	15406229	23
1234	Advanced Drug Delivery Reviews	0169409X	87
1235	Brazilian Journal of Infectious Diseases	16784391	19
1236	Disability and Rehabilitation: Assistive Technology	17483115	19
1237	East African Medical Journal	0012835X	11
1238	Technology, Pedagogy and Education	17475139	17
1239	New Republic	00286583	8
1240	Targeted Oncology	1776260X	25
1241	Communication Monographs	03637751	19
1242	Journal of Management	15571211	67
1243	Architectural Engineering and Design Management	17527589	10
1244	Journal of Contemporary Mathematical Analysis	19349416	6
1245	Biotropica	17447429	28
1246	Journal of the Marine Biological Association of the United Kingdom	14697769	17
1247	Journal of Roman Studies	00754358	7
1248	Journal of Materials Science: Materials in Medicine	15734838	38
1249	Revista Brasileira de Botanica	01008404	12
1250	Zoologica Scripta	14636409	23
1251	Revista Brasileira de Hematologia e Hemoterapia	15168484	11
1252	Health Services Management Research	17581044	10
1253	Acta Poloniae Historica	00016829	1
1254	Chicago Review	00093696	2
1255	Annals of the Association of American Geographers	14678306	32
1256	Annals of Animal Science	16423402	6
1257	South European Society and Politics	13608746	12
1258	Erde	00139998	17
1259	Hastings Center Report	00930334	18
1260	Food Chemistry	03088146	83
1261	Papers: Revista de sociologia	02102862	6
1262	Revue Francaise d''Etudes Americaines	03977870	2
1263	Revista de Pedagogia	07989792	8
1264	Entomologica Fennica	07858760	6
1265	Breast Care	16613805	13
1266	Sudosteuropa Mitteilungen		3
1267	Biogerontology	15736768	29
1268	Tokai Journal of Experimental and Clinical Medicine	03850005	6
1269	Archives of General Psychiatry	15383636	103
1270	International Journal of Hydrogen Energy	03603199	75
1271	Nanotechnology	13616528	136
1272	International Journal of Social Economics	03068293	15
1273	IEEE Transactions on Reliability	00189529	29
1274	Revue de Pneumologie Clinique	07618417	7
1275	Journal of Behavioral Finance	15427579	12
1276	Byzantine and Modern Greek Studies	03070131	3
1277	Economics and Philosophy	14740028	12
1278	Geochemical Journal	00167002	16
1279	International Journal for Philosophy of Religion	00207047	7
1280	Australasian Journal of Construction Economics and Building	18356354	6
1281	Great Plains Quarterly	02757664	2
1282	Propagation of Ornamental Plants	13119109	6
1283	Strabismus	17445132	22
1284	Field Mycology	14681641	4
1285	Turkish Journal of Biology	13000152	15
1286	Anaesthesist	00032417	16
1287	Neurogenetics	13646753	24
1288	Revista Mexicana de Analisis de la Conducta	20070802	6
1289	Ceramics: Art and Perception	10351841	2
1290	Hepatitis Monthly	17353408	19
1291	Oxford Literary Review	03051498	6
1292	Aperture	00036420	14
1293	Pertanika Journal of Tropical Agricultural Science	15113701	7
1294	Journal of Advanced Mechanical Design, Systems and Manufacturing	18813054	9
1295	Zoology	09442006	27
1296	European Journal of Education	01418211	20
1297	Reactive and Functional Polymers	13815148	28
1298	Tetrahedron Asymmetry	1362511X	33
1299	Journal of Lightwave Technology	07338724	60
1300	Annals of Forest Science	1297966X	24
1301	Comparative Strategy	15210448	6
1302	Gut and Liver	20051212	24
1303	Atenea	07180462	4
1304	Kagaku Kogaku Ronbunshu	0386216X	8
1305	Social Sciences in China	02529203	8
1306	Regional Anesthesia and Pain Medicine	10987339	42
1307	Frontiers of Literary Studies in China	16737423	2
1308	Clinical Physiology and Functional Imaging	1475097X	19
1309	Srpski Arhiv Za Celokupno Lekarstvo	03708179	9
1310	Journal Of Micro-Nanolithography Mems And Moems	19325150	19
1311	Human Performance	15327043	15
1312	Implementation Science	17485908	42
1313	European Respiratory Review	09059180	29
1314	Avances en Quimica	18565301	3
1315	Basic and Applied Pathology	17559294	4
1316	Brazilian Journal of Oceanography	1982436X	12
1317	Cancer Biology & Therapy	15384047	49
1318	Journal of Asian Earth Sciences	13679120	39
1319	Epigenetics & Chromatin	17568935	25
1320	Canadian Journal of Psychiatry	14970015	37
1321	International Journal of Applied Decision Sciences	17558085	8
1322	Australian Journal of Public Administration	03136647	15
1323	BMC Systems Biology	17520509	41
1324	Journal of Thermodynamics	16879252	11
1325	London Review of Education	14748460	12
1326	Journal Of Combinatorial Chemistry	15204766	32
1327	Aquaculture	00448486	43
1328	Photonics Letters of Poland	20802242	14
1329	Journal of Sports Medicine and Physical Fitness	00224707	17
1330	Forensic Science, Medicine, and Pathology	15562891	17
1331	Journal of Toxicology	16878205	29
1332	Healthcare Informatics Research	2093369X	10
1333	Colourage	00101826	4
1334	Hellenic Journal of Nuclear Medicine	17905427	11
1335	Journal of Landscape Architecture	2164604X	6
1336	Planta Medica	14390221	37
1337	Radiochemistry	10663622	7
1338	Dendrobiology	16411307	6
1339	International Journal of Early Years Education	09669760	12
1340	Ardea	03732266	11
1341	Journal Of Combinatorial Theory Series A	00973165	23
1342	International Conference on Wavelet Analysis and Pattern Recognition		8
1343	Journal of Steroid Biochemistry and Molecular Biology	18791220	47
1344	Teaching and Learning in Nursing	15573087	10
1345	Medicina Preventiva	11352841	6
1346	Journal of the Optical Society of Korea	12264776	12
1347	Journal of the American College of Radiology	15461440	24
1348	Semiconductor Science and Technology	13616641	36
1349	Shiyou Diqiu Wuli Kantan/Oil Geophysical Prospecting	10007210	5
1350	Inorganic Chemistry Communications	13877003	27
1351	Journal of English Linguistics	15525457	5
1352	Geofizika	03523659	7
1353	Scientia Agraria	15191125	7
1354	Forum on Specification and Design Languages		10
1355	Eidos	20117477	4
1356	Journals Of Gerontology Series B-Psychological Sciences And Social Sciences	10795014	40
1357	American Indian Culture and Research Journal	01616463	6
1358	Marine Chemistry	03044203	33
1359	Wirtschaftsdienst	00436275	12
1360	Memo - Magazine of European Medical Oncology	18655041	4
1361	Advances in Computational Mathematics	15729044	21
1362	Diabetes Educator	15546063	28
1363	Paediatric Drugs	11745878	20
1364	South Asian Popular Culture	14746697	5
1365	Deutsches Arzteblatt	00121207	41
1366	Applied and Computational Harmonic Analysis	1096603X	35
1367	Natural Computing	15677818	23
1368	E-Polymers	16187229	10
1369	Current Heart Failure Reports	15469549	18
1370	Journal of Urology	15273792	79
1371	Freshwater Biology	13652427	46
1372	International Journal of Laboratory Hematology	1751553X	22
1373	Wiley Interdisciplinary Reviews-Systems Biology and Medicine	19395094	29
1374	Geomicrobiology Journal	15210529	23
1375	International Journal of Production Research	1366588X	40
1376	Beton- und Stahlbetonbau	14371006	9
1377	Jcr-Journal Of Clinical Rheumatology	10761608	24
1378	Filozofia	0046385X	3
1379	Journal of Education and Work	13639080	19
1380	Physical Review B	10980121	128
1381	Lied und Populare Kultur	16190548	1
1382	Central European Journal of Mathematics	18951074	14
1383	Journal of Memory and Language	10960821	36
1384	Southern Medical Journal	15418243	24
1385	BJOG: An International Journal of Obstetrics and Gynaecology	14710528	56
1386	Religion, State and Society	09637494	9
1387	Epidemics	17554365	19
1388	International Journal of Refractory Metals and Hard Materials	09580611	28
1389	Entertainment Computing	18759521	10
1390	Image and Vision Computing	02628856	47
1391	Genes Brain And Behavior	16011848	37
1392	Journal of Plant Nutrition and Soil Science	15222624	24
1393	Journal of Foot and Ankle Surgery	15422224	20
1394	Journal of Marketing	15477185	65
1395	Journal of Central South University (Medical Sciences)	16727347	10
1396	Archives of Disease in Childhood	14682044	49
1397	Studies in Applied Electromagnetics and Mechanics		5
1398	Bird Study	00063657	15
1399	Journal of Pain and Palliative Care Pharmacotherapy	15360288	14
1400	Musical Times	00274666	2
1401	Soil Use and Management	14752743	21
1402	Journal of Clinical Neuroscience	09675868	34
1403	Journal of Asia-Pacific Business	15286940	7
1404	Journal of Food Process Engineering	17454530	15
1405	Scientia canadensis	08292507	3
1406	Expert Systems	14680394	89
1407	Ophthalmic and Physiological Optics	14751313	22
1408	Storia dell''Arte	03924513	1
1409	International Journal of Biostatistics	15574679	19
1410	Genetics in Medicine	15300366	51
1411	Asia Europe Journal	16102932	9
1412	International Review of African American Art	10450920	1
1413	Pediatria Polska	00313939	4
1414	Journal Of Psychosomatic Obstetrics And Gynecology	0167482X	18
1415	Energy Sources, Part A: Recovery, Utilization and Environmental Effects	15567230	16
1416	Journal of Atherosclerosis and Thrombosis	18803873	31
1417	Journal of Nano Research	16625250	10
1418	Journal of English for Academic Purposes	14751585	19
1419	Acta Otorhinolaryngologica Italica	0392100X	17
1420	Drug Discovery Today: Disease Models	17406757	8
1421	International Review of Mission	00208582	4
1422	ISME Journal	17517370	73
1423	Environmental Modeling & Assessment	14202026	18
1424	Brazilian Journal of Pharmaceutical Sciences	21759790	10
1425	Biosystems	03032647	46
1426	Contributions to Plasma Physics	15213986	16
1427	Drug Design, Development and Therapy	11778881	26
1428	Korean Journal of Food Science and Technology	03676293	7
1429	Focus on Autism and Other Developmental Disabilities	15384829	21
1430	Social Identities	13630296	13
1431	Arhiv za Farmaciju	00041963	3
1432	Estudos Economicos	19805357	10
1433	International Journal of Physical Sciences	19921950	23
1434	Cardiovascular Ultrasound	14767120	19
1435	International Communications in Heat and Mass Transfer	07351933	39
1436	Perspectives on Political Science	10457097	3
1437	Science and Technology of Welding and Joining	13621718	22
1438	Computers and Composition	87554615	14
1439	European Journal of Nuclear Medicine and Molecular Imaging	16197089	58
1440	Journal of Neuropsychiatry and Clinical Neurosciences	15457222	26
1441	Journal of Contemporary Physics-Armenian Academy of Sciences	10683372	6
1442	Philippine Studies: Historical and Ethnographic Viewpoints	22441638	4
1443	European Journal of Applied Mathematics	14694425	16
1444	Neurology Asia	18236138	7
1445	Journal of Periodontal Research	16000765	29
1446	Reviews in Environmental Science and Biotechnology	15691705	20
1447	Review of Quantitative Finance and Accounting	15737179	18
1448	Latin American Research Review	15424278	15
1449	African Arts	19372108	4
1450	Asian Biomedicine	19057415	9
1451	Mini-Reviews in Medicinal Chemistry	13895575	32
1452	Journal of Physical Chemistry B	15206106	74
1453	Pacific Northwest Quarterly	00308803	1
1454	Liberte	00242020	2
1455	Journal Of The Audio Engineering Society	15494950	16
1456	Cambridge Archaeological Journal	14740540	17
1457	Healthcare quarterly (Toronto, Ont.)	17102774	18
1458	Inorganica Chimica Acta	18733255	32
1459	South African Journal of International Affairs	10220461	8
1460	Matrix Biology	0945053X	31
1461	Journal of British Studies	00219371	6
1462	Journal of the Royal Society Interface	17425689	59
1463	Letters in Organic Chemistry	15701786	12
1464	Romanian Journal of Morphology and Embryology	12200522	17
1465	BioScience Trends	18817823	17
1466	Comptes Rendus - Palevol	16310683	14
1467	Revista Brasileira de Medicina	00347264	15
1468	Motriz	19806574	7
1469	Neural Networks	08936080	52
1470	Managed Care	10623388	38
1471	Earthquake Engineering and Engineering Vibration	10001301	13
1472	Lymphatic Research and Biology	15396851	18
1473	Powder Metallurgy and Metal Ceramics	15739066	7
1474	Nonlinear Analysis: Hybrid Systems	1751570X	27
1475	Contemporary Accounting Research	08239150	40
1476	Journal of Evolution Equations	14243202	15
1477	Chemical Engineering Communications	15635201	19
1478	Public Performance & Management Review	15309576	11
1479	Revista de Psiquiatria Clinica	01016083	16
1480	Review of World Economics	16102878	26
1481	Rendiconti Del Seminario Matematico Della Universita Di Padova	00418994	9
1482	International Journal of Cardiology	01675273	54
1483	Diagnostic Pathology	17461596	24
1484	Journal of Iron and Steel Research International	1006706X	16
1485	Rehabilitation Nursing	02784807	13
1486	Social Dynamics	02533952	8
1487	Internal and Emergency Medicine	18280447	24
1488	Inorganic Materials	16083172	12
1489	Biocontrol Science and Technology	13600478	15
1490	Community, Environment and Disaster Risk Management	20407262	7
1491	Earthquakes and Structures	20927614	8
1492	International Journal for Numerical and Analytical Methods in Geomechanics	03639061	22
1493	Geo-Spatial Information Science	10095020	8
1494	Veterinary World	22310916	11
1495	Russian Studies in Philosophy	15580431	2
1496	Diabetic Medicine	14645491	50
1497	Journal of Pharmacological and Toxicological Methods	10568719	23
1498	Marine Biotechnology	14362228	29
1499	International Journal of Offshore and Polar Engineering	10535381	12
1500	Ecological Complexity	1476945X	25
1501	Kartografija i Geoinformacije	1333896X	3
1502	Studia Historica, Historia Moderna	02132079	7
1503	Polimery	00322725	8
1504	South Dakota Review	00383368	2
1505	Nationalism and Ethnic Politics	15572986	7
1506	Morbidity and Mortality Weekly Report	1545861X	80
1507	Communications in Mathematical Physics	14320916	45
1508	Smithsonian	00377333	5
1509	Asian Theatre Journal	15272109	4
1510	EAS Publications Series	16381963	14
1511	Turk Pediatri Arsivi	13060015	3
1512	Journal of General and Applied Microbiology	00221260	13
1513	Journal of Agricultural Science and Technology	16807073	14
1514	Developing World Bioethics	14718847	12
1515	Journal of Forest Science	12124834	10
1516	Radiophysics and Quantum Electronics	15739120	7
1517	Journal of Sensory Studies	08878250	20
1518	Asia-Pacific Journal of Atmospheric Sciences	19767951	12
1519	Journal International des Sciences de la Vigne et du Vin	11510285	9
1520	Criticism	15360342	13
1521	Midwifery	02666138	33
1522	Journal of Disability Policy Studies	10442073	16
1523	CyTA-Journal of Food	19476337	8
1524	Folia Linguistica	01654004	8
1525	Asian Economic Papers	15360083	13
1526	Behavioral Medicine	08964289	42
1527	IEEE Transactions on Smart Grid	19493053	54
1528	Materialwissenschaft und Werkstofftechnik	15214052	13
1529	European Journal of Psychological Assessment	10155759	19
1530	Economics and Sociology	23063459	14
1531	Experimental Aging Research	10964657	15
1532	Spiritus	15331709	2
1533	International Forum of Psychoanalysis	16512324	6
1534	Journal of Applied Toxicology	10991263	27
1535	Physical Education and Sport Pedagogy	17425786	22
1536	Advances in Atmospheric Sciences	02561530	24
1537	Advances in Decision Sciences	20903367	9
1538	Acta Polytechnica	18052363	14
1539	Topics in Current Chemistry	03401022	35
1540	IForest	19717458	9
1541	Anatomia Histologia Embryologia	03402096	13
1542	BMC Complementary and Alternative Medicine	14726882	37
1543	Journal of Dispersion Science and Technology	15322351	18
1544	Journal of Oncology	16878469	46
1545	Language Learning Journal	09571736	10
1546	Film International	20403801	3
1547	Hematology/ Oncology and Stem Cell Therapy	16583876	10
1548	Psychological Review	0033295X	50
1549	Cambridge Review of International Affairs	1474449X	15
1550	Urologe	03402592	12
1551	Prague medical report	12146994	9
1552	Research in Agricultural Engineering	12129151	9
1553	Tijdschrift voor Gerontologie en Geriatrie	01679228	6
1554	Eighteenth-Century Life	00982601	4
1555	Celestial Mechanics and Dynamical Astronomy	15729478	22
1556	Forests	19994907	24
1557	Mediterranean Journal of Hematology and Infectious Diseases	20353006	12
1558	World Psychiatry	17238617	36
1559	Journal of Cognitive Engineering and Decision Making	15553434	12
1560	Micropaleontology	00262803	21
1561	Social Psychology	18649335	75
1562	International Journal of the Humanities	14479508	5
1563	Significance	17409713	8
1564	International Journal of Numerical Modelling: Electronic Networks, Devices and Fields	10991204	12
1565	Journal of Semiconductors	16744926	14
1566	Journal of Offshore Mechanics and Arctic Engineering	08927219	15
1567	Social Psychiatry and Psychiatric Epidemiology	14339285	38
1568	Militargeschichtliche Zeitshrift	00263826	1
1569	Public Policy and Administration	17494192	14
1570	Journal of Pediatric Rehabilitation Medicine	18758894	10
1571	Nonlinear Oscillations	15360059	6
1572	Folk Life	04308778	3
1573	Rigakuryoho Kagaku	13411667	2
1574	Foot & Ankle International	10711007	30
1575	Cell Cycle	15384101	75
1576	Sociologie du Travail	00380296	14
1577	Neotestamentica	02548356	3
1578	Journal of African Business	15229076	12
1579	Macromolecular Materials and Engineering	14392054	27
1580	European Journal of Palliative Care	14790793	7
1581	Current Opinion in Immunology	09527915	63
1582	Neurology Research International	20901860	14
1583	Radiation Protection Dosimetry	01448420	22
1584	F1000 Medicine Reports	17575931	15
1585	Real Analysis Exchange	01471937	9
1586	Obere Extremitat	18626599	4
1587	Nucleus	19491042	21
1588	Personnel Review	00483486	23
1589	Carbon	00086223	86
1590	Ethnology	00141828	6
1591	Doklady Earth Sciences	1028334X	13
1592	Dental Cadmos	00118524	2
1593	Circulation Research	15244571	100
1594	Applied Research in Quality of Life	18712584	14
1595	Annals of Thoracic Medicine	19983557	19
1596	Planning Perspectives	14664518	7
1597	COMPEL - The International Journal for Computation and Mathematics in Electrical and Electronic Engineering	03321649	14
1598	Revista de Dialectologia y Tradiciones Populares	19888457	4
1599	Journal of the Energy Institute	17439671	9
1600	Stem Cells International	16879678	23
1601	Grass and Forage Science	13652494	18
1602	Zeitschrift fur Evaluation	16195515	2
1603	International Journal of Leadership in Education	13603124	13
1604	i-Perception	20416695	13
1605	Angle Orthodontist	00033219	31
1606	European Journal of Oncology	11286598	23
1607	Mycotoxin Research	01787888	15
1608	Atencion Primaria	15781275	14
1609	Journal of Glaciology	00221430	31
1610	Methodology	16142241	43
1611	Biocatalysis and Agricultural Biotechnology	18788181	9
1612	Proceedings of the Edinburgh Mathematical Society	14643839	14
1613	Reviews in Fish Biology and Fisheries	15735184	23
1614	Communicable diseases intelligence quarterly report		19
1615	CAB Reviews: Perspectives in Agriculture, Veterinary Science, Nutrition and Natural Resources	17498848	13
1616	Tierarztliche Praxis	03036286	5
1617	Canadian Journal of Plastic Surgery	11952199	7
1618	Advances in Hematology	16879112	19
1619	Scandinavian Journal of the Old Testament	15027244	3
1620	Social Work in Public Health	19371918	10
1621	International Journal of Human Resource Management	14664399	35
1622	Artificial Cells Nanomedicine and Biotechnology	21691401	3
1623	Primary Care - Clinics in Office Practice	00954543	19
1624	Microsurgery	10982752	25
1625	Environmental Reviews	12086053	16
1626	Canadian Psychology	07085591	16
1627	Asian Affairs	14771500	10
1628	Statistical Science	08834237	28
1629	Trends in Cardiovascular Medicine	10501738	23
1630	Organic Geochemistry	01466380	36
1631	CBE-Life Sciences Education	19317913	21
1632	Military Psychology	15327876	16
1633	Clinics and research in hepatology and gastroenterology		19
1634	Biotherapy	09142223	25
1635	Levant	00758914	5
1636	Delaware medical journal	00117781	4
1637	Kekkaku	00229776	8
1638	American Literary History	14684365	8
1639	Journal of Circuits, Systems and Computers	02181266	11
1640	Journal of Criminal Justice Education	17459117	12
1641	International Journal of MS Care	15372073	9
1642	Pediatric, Allergy, Immunology, and Pulmonology	21513228	10
1643	International Journal of Structural Integrity	17579864	7
1644	Folk Music Journal	05319684	2
1645	Expert Opinion on Drug Discovery	1746045X	26
1646	Shock Waves	14322153	18
1647	Tribologie und Schmierungstechnik	07243472	2
1648	Education in Chemistry	00131350	4
1649	Revista de Antropologia	16789857	6
1650	Journal of Hepato-Biliary-Pancreatic Sciences	18686982	36
1651	Medical Care	15371948	45
1652	Current Medical Imaging Reviews	15734056	9
1653	International Journal of Infectious Diseases	18783511	40
1654	Orbit	17445108	13
1655	Physiotherapy	00319406	22
1656	Annual Review of Physical Chemistry	15451593	47
1657	Archives Des Maladies Du Coeur Et Des Vaisseaux	00039683	3
1658	Ceramica	16784553	7
1659	Paediatrics and international child health	20469055	7
1660	Klinichna khirurhiia / Ministerstvo okhorony zdorov''ia Ukrainy, Naukove tovarystvo khirurhiv Ukrainy	00232130	3
1661	Photonics and Nanostructures - Fundamentals and Applications	15694429	17
1662	Journal of Medical Marketing	17457912	8
1663	Journal of Agricultural and Food Chemistry	00218561	65
1664	English Teaching	11758708	13
1665	Ophthalmic Surgery Lasers & Imaging	15428877	18
1666	Nursing Research	15389847	25
1667	Advances in Electrical and Electronic Engineering	18043119	6
1668	Bulletin of Engineering Geology and the Environment	14359537	17
1669	NWIG New West Indian Guide		4
1670	Life Science Journal-Acta Zhengzhou University Overseas Edition	10978135	10
1671	Journal of Cutaneous Medicine and Surgery	16157109	14
1672	World Journal of Hepatology	19485182	20
1673	Keikinzoku/Journal of Japan Institute of Light Metals	04515994	6
1674	Biotecnologia Aplicada	10272852	5
1675	International Journal of Agricultural and Biological Engineering	19346352	12
1676	British Journal of Sociology of Education	14653346	22
1677	English Language and Linguistics	14694379	12
1678	Molecular Imaging	15360121	58
1679	Fisheries Research	01657836	30
1680	Arqueologia Mexicana	01888218	2
1681	Transactions of the Atomic Energy Society of Japan	13472879	3
1682	Papers on French Seventeenth Century Literature	03430758	1
1683	Birth Defects Research Part C - Embryo Today: Reviews	15429768	27
1684	Endocrine Journal	13484540	34
1685	Current Drug Discovery Technologies	15701638	21
1686	Youth Violence and Juvenile Justice	15412040	18
1687	Etudes Francaises	00142085	3
1688	Indian Journal of Palliative Care	19983735	15
1689	Shock	10732322	39
1690	Journal of Structural and Construction Engineering	18818153	3
1691	Physical Review D	15507998	134
1692	Aesthetic Surgery Journal	1527330X	23
1693	Journal of Business Research	01482963	62
1694	ACM Transactions on Modeling and Computer Simulation	10493301	17
1695	Plant, Soil and Environment	12141178	17
1696	International Journal of African Historical Studies	03617882	6
1697	American Journal of Industrial Medicine	10970274	29
1698	Infection and Immunity	10985522	59
1699	Biotechnology and Bioprocess Engineering	12268372	21
1700	Biometrika	14643510	35
1701	La Linguistique	0075966X	3
1702	Vjesnik Bibliotekara Hrvatske	13346938	4
1703	Reti Medievali Rivista	15932214	2
1704	Psychiatrie	12117579	13
1705	Microchimica Acta	14365073	36
1706	Desalination	00119164	60
1707	Ecletica Quimica	01004670	6
1708	Gaceta Medica de Caracas	03674762	5
1709	Acta Mechanica Solida Sinica	18602134	14
1710	Spirale	12784699	3
1711	Asia Pacific Viewpoint	14678373	13
1712	Kafkas Universitesi Veteriner Fakultesi Dergisi	13006045	11
1713	Scandinavian Journal of Public Health	16511905	32
1714	Review of Political Economy	14653982	13
1715	Contact Lens and Anterior Eye	13670484	22
1716	Russian Studies in Literature	19447167	2
1717	Earthquake	10003274	28
1718	Renaissance Studies	02691213	4
1719	Zeitschrift fur Geschichtswissenschaft	00442828	2
1720	Journal of Agrometeorology	09721665	4
1721	International Journal of Mechanical Engineering Education	03064190	4
1722	Revista Tecnica de la Facultad de Ingenieria Universidad del Zulia	02540770	4
1723	Journal of E-Learning and Knowledge Society	19718829	8
1724	Aggressive Behavior	10982337	29
1725	Fennia	00150010	7
1726	Trends in Immunology	14714981	67
1727	Early American Literature	1534147X	6
1728	Modern Healthcare	01607480	6
1729	Oceania	00298077	11
1730	Chemical Vapor Deposition	15213862	15
1731	Molecular Medicine	15283658	63
1732	Marine Policy	0308597X	37
1733	Medical economics	00257206	21
1734	Angiology	00033197	23
1735	Polycyclic Aromatic Compounds	15635333	9
1736	Leadership	17427169	50
1737	Psykhe	07182228	9
1738	Journal of Reproduction and Development	13484400	20
1739	Korean Journal of Horticultural Science & Technology	12268763	6
1740	Public Health Forum	09445587	5
1741	ICU Director	19444524	4
1742	Toxicology and Applied Pharmacology	10960333	59
1743	Maderas: Ciencia y Tecnologia	0718221X	8
1744	International and Comparative Law Quarterly	00205893	15
1745	Meme Sagligi Dergisi / Journal of Breast Health	13060945	7
1746	Iet Generation Transmission & Distribution	17518687	34
1747	Canadian Family Physician	17155258	27
1748	Psyche	1039723X	10
1749	Revista Romana de Medicina de Laborator	18416624	4
